,No,age,bmi,children,charges,region_IDN,region_northeast,region_northwest,region_southeast,region_southwest,sex_IDN,sex_female,sex_male,smoker_IDN,smoker_no,smoker_yes
941,941,50.0,46.09,1.0,9549.5651,0,0,0,1,0,0,1,0,0,1,0
942,942,18.0,40.185,0.0,2217.46915,0,1,0,0,0,1,0,0,0,1,0
943,943,19.0,22.61,0.0,1628.4709,0,0,1,0,0,0,0,1,0,1,0
944,944,62.0,39.93,0.0,12982.8747,0,0,0,1,0,0,0,1,0,1,0
945,945,56.0,35.8,1.0,11674.13,0,0,0,0,1,0,1,0,0,1,0
946,946,42.0,35.8,2.0,7160.094,0,0,0,0,1,0,0,1,1,0,0
947,947,37.0,34.2,1.0,39047.285,0,1,0,0,0,0,0,1,0,0,1
948,948,42.0,30.631379032258067,0.0,6358.77645,0,0,1,0,0,0,0,1,0,1,0
949,949,25.0,29.7,3.0,19933.458,0,0,0,0,1,0,0,1,1,0,0
950,950,57.0,18.335,0.0,13311.265686102104,0,1,0,0,0,0,0,1,0,1,0
951,951,51.0,42.9,2.0,47462.894,0,0,0,1,0,0,0,1,0,0,1
952,952,30.0,28.405,1.0,4527.18295,0,0,1,0,0,0,1,0,0,1,0
953,953,44.0,30.631379032258067,2.0,38998.546,0,0,0,0,1,0,0,1,0,0,1
954,954,34.0,27.835,1.0,20009.63365,0,0,1,0,0,0,0,1,0,0,1
955,955,31.0,39.49,1.0,3875.7341,1,0,0,0,0,0,0,1,0,1,0
956,956,54.0,30.8,1.0,41999.52,0,0,0,1,0,0,0,1,0,0,1
957,957,24.0,30.631379032258067,1.0,12609.88702,0,0,1,0,0,0,0,1,0,1,0
958,958,43.0,30.631379032258067,1.0,41034.2214,0,1,0,0,0,0,0,1,0,0,1
959,959,48.0,36.67,1.0,28468.91901,0,0,1,0,0,0,0,1,0,1,0
960,960,19.0,39.615,1.0,2730.10785,0,0,1,0,0,0,1,0,0,1,0
961,961,29.0,25.9,0.0,3353.284,1,0,0,0,0,0,1,0,0,1,0
962,962,63.0,35.2,0.0,14474.675,0,0,0,1,0,1,0,0,0,1,0
963,963,46.0,24.795,3.0,9500.57305,0,1,0,0,0,0,0,1,0,1,0
964,964,52.0,36.765,2.0,26467.09737,0,0,1,0,0,0,0,1,0,1,0
965,965,35.0,27.1,1.0,4746.344,0,0,0,0,1,0,0,1,0,1,0
966,966,51.0,24.795,2.0,23967.38305,0,0,1,0,0,0,0,1,0,0,1
967,967,44.0,25.365,0.0,7518.02535,0,0,1,0,0,0,0,1,0,1,0
968,968,21.0,25.745,2.0,3279.86855,0,1,0,0,0,0,0,1,0,1,0
969,969,39.0,34.32,5.0,8596.8278,0,0,0,1,0,0,1,0,0,1,0
970,970,50.0,28.16,3.0,10702.6424,0,0,0,1,0,0,1,0,0,1,0
971,971,34.0,23.56,0.0,4992.3764,0,1,0,0,0,0,1,0,0,1,0
972,972,22.0,20.235,0.0,2527.81865,0,0,1,0,0,0,1,0,0,1,0
973,973,19.0,40.5,0.0,1759.338,1,0,0,0,0,0,1,0,0,1,0
974,974,26.0,35.42,0.0,2322.6218,0,0,0,1,0,0,0,1,0,1,0
975,975,29.0,22.895,0.0,16138.76205,0,1,0,0,0,0,0,1,0,0,1
976,976,48.0,40.15,0.0,13311.265686102104,0,0,0,1,0,0,0,1,0,1,0
977,977,26.0,29.15,1.0,2902.9065,0,0,0,1,0,0,0,1,0,1,0
978,978,45.0,39.995,3.0,9704.66805,0,1,0,0,0,0,1,0,0,1,0
979,979,36.0,29.92,0.0,4889.0368,0,0,0,1,0,1,0,0,0,1,0
980,980,54.0,30.631379032258067,1.0,25517.11363,0,1,0,0,0,0,0,1,0,1,0
981,981,34.0,21.375,0.0,4500.33925,0,1,0,0,0,0,0,1,0,1,0
982,982,31.0,25.9,3.0,19199.944,0,0,0,0,1,0,0,1,0,0,1
983,983,27.0,30.59,0.0,16796.41194,0,1,0,0,0,0,1,0,0,1,0
984,984,20.0,30.115,5.0,4915.05985,0,1,0,0,0,0,0,1,1,0,0
985,985,44.0,25.8,1.0,7624.63,1,0,0,0,0,0,1,0,0,1,0
986,986,43.0,30.115,3.0,8410.04685,0,0,1,0,0,0,0,1,0,1,0
987,987,45.0,27.645,1.0,28340.18885,0,0,1,0,0,0,1,0,0,1,0
988,988,34.0,34.675,0.0,4518.82625,0,1,0,0,0,0,0,1,0,1,0
989,989,24.0,20.52,0.0,14571.8908,0,1,0,0,0,0,1,0,0,0,1
990,990,26.0,19.8,1.0,3378.91,0,0,0,0,1,0,1,0,0,1,0
991,991,38.0,27.835,2.0,7144.86265,0,1,0,0,0,0,1,0,0,1,0
992,992,39.0,31.6,2.0,10118.424,1,0,0,0,0,0,1,0,0,1,0
993,993,38.0,28.27,1.0,5484.4673,0,0,0,1,0,0,0,1,0,1,0
994,994,27.0,20.045,3.0,16420.49455,0,0,1,0,0,0,1,0,0,0,1
995,995,39.0,23.275,3.0,7986.47525,0,1,0,0,0,0,1,0,0,1,0
996,996,39.0,30.631379032258067,3.0,7418.522,0,0,0,0,1,0,1,0,0,1,0
997,997,63.0,36.85,0.0,13887.9685,1,0,0,0,0,0,1,0,0,1,0
998,998,33.0,36.29,3.0,6551.7501,0,1,0,0,0,0,1,0,0,1,0
999,999,36.0,26.885,0.0,5267.81815,0,0,1,0,0,0,1,0,0,1,0
1000,1000,30.0,22.99,2.0,17361.7661,0,0,1,0,0,0,0,1,0,0,1
1001,1001,24.0,32.7,0.0,34472.841,0,0,0,0,1,0,0,1,0,0,1
1002,1002,24.0,25.8,0.0,1972.95,1,0,0,0,0,0,0,1,0,1,0
1003,1003,48.0,29.6,0.0,21232.18226,0,0,0,0,1,0,0,1,0,1,0
1004,1004,47.0,19.19,1.0,8627.5411,0,1,0,0,0,0,0,1,0,1,0
1005,1005,39.0,31.73,0.0,4433.3877,0,0,1,0,0,0,0,1,0,1,0
1006,1006,28.0,29.26,2.0,4438.2634,0,1,0,0,0,0,0,1,0,1,0
1007,1007,47.0,28.215,3.0,24915.22085,0,0,1,0,0,0,0,1,0,0,1
1008,1008,25.0,24.985,2.0,23241.47453,0,1,0,0,0,0,0,1,0,1,0
1009,1009,51.0,27.74,1.0,9957.7216,0,1,0,0,0,0,0,1,0,1,0
1010,1010,48.0,22.8,0.0,8269.044,0,0,0,0,1,0,1,0,0,1,0
1011,1011,43.0,20.13,2.0,18767.7377,0,0,0,1,0,0,0,1,0,0,1
1012,1012,61.0,33.33,4.0,36580.28216,0,0,0,1,0,0,1,0,0,1,0
1013,1013,48.0,32.3,1.0,8765.249,1,0,0,0,0,0,0,1,0,1,0
1014,1014,38.0,27.6,0.0,5383.536,0,0,0,0,1,0,1,0,0,1,0
1015,1015,59.0,25.46,0.0,12124.9924,0,0,1,0,0,0,0,1,0,1,0
1016,1016,19.0,24.605,0.0,2709.24395,0,0,1,0,0,0,1,0,0,1,0
1017,1017,26.0,30.631379032258067,0.0,3987.926,0,0,0,0,1,0,1,0,0,1,0
1018,1018,39.0,35.815,3.0,12495.29085,0,0,1,0,0,1,0,0,0,1,0
1019,1019,21.0,32.68,0.0,26018.95052,0,0,1,0,0,0,1,0,0,1,0
1020,1020,51.0,37.0,0.0,8798.593,0,0,0,0,1,0,0,1,0,1,0
1021,1021,22.0,31.02,3.0,35595.5898,0,0,0,1,0,0,1,0,0,0,1
1022,1022,47.0,36.08,1.0,42211.1382,0,0,0,1,0,0,0,1,0,0,1
1023,1023,18.0,23.32,1.0,1711.0268,1,0,0,0,0,0,0,1,0,1,0
1024,1024,47.0,45.32,1.0,8569.8618,1,0,0,0,0,0,1,0,0,1,0
1025,1025,21.0,34.6,0.0,2020.177,0,0,0,0,1,0,1,0,0,1,0
1026,1026,19.0,26.03,1.0,16450.8947,0,0,1,0,0,0,0,1,0,0,1
1027,1027,23.0,18.715,0.0,21595.38229,0,0,1,0,0,0,0,1,0,1,0
1028,1028,54.0,31.6,0.0,9850.432,0,0,0,0,1,1,0,0,0,1,0
1029,1029,37.0,17.29,2.0,6877.9801,0,1,0,0,0,0,1,0,0,1,0
1030,1030,46.0,23.655,1.0,21677.28345,1,0,0,0,0,0,1,0,0,0,1
1031,1031,55.0,35.2,0.0,13311.265686102104,0,0,0,1,0,0,1,0,0,0,1
1032,1032,30.0,27.93,0.0,4137.5227,0,1,0,0,0,0,1,0,0,1,0
1033,1033,18.0,21.565,0.0,13747.87235,0,1,0,0,0,0,0,1,0,0,1
1034,1034,61.0,38.38,0.0,12950.0712,0,0,1,0,0,0,0,1,0,1,0
1035,1035,54.0,23.0,3.0,12094.478,0,0,0,0,1,0,1,0,0,1,0
1036,1036,22.0,37.07,2.0,37484.4493,0,0,0,1,0,0,0,1,0,0,1
1037,1037,45.0,30.495,1.0,39725.51805,0,0,1,0,0,0,1,0,0,0,1
1038,1038,22.0,28.88,0.0,2250.8352,0,1,0,0,0,0,0,1,0,1,0
1039,1039,19.0,27.265,2.0,22493.65964,0,0,1,0,0,0,0,1,0,1,0
1040,1040,35.0,28.025,0.0,20234.85475,0,0,1,0,0,0,1,0,0,0,1
1041,1041,18.0,23.085,0.0,1704.70015,0,1,0,0,0,0,0,1,0,1,0
1042,1042,20.0,30.685,0.0,33475.81715,0,1,0,0,0,0,0,1,0,0,1
1043,1043,28.0,25.8,0.0,3161.454,0,0,0,0,1,0,1,0,0,1,0
1044,1044,55.0,35.245,1.0,11394.06555,0,1,0,0,0,0,0,1,0,1,0
1045,1045,43.0,24.7,2.0,21880.82,0,0,1,0,0,0,1,0,0,0,1
1046,1046,43.0,25.08,0.0,7325.0482,1,0,0,0,0,0,1,0,0,1,0
1047,1047,22.0,52.58,1.0,44501.3982,0,0,0,1,0,0,0,1,0,0,1
1048,1048,25.0,22.515,1.0,3594.17085,0,0,1,0,0,0,1,0,0,1,0
1049,1049,49.0,30.9,0.0,39727.614,0,0,0,0,1,0,0,1,0,0,1
1050,1050,44.0,36.955,1.0,13311.265686102104,1,0,0,0,0,0,1,0,0,1,0
1051,1051,64.0,26.41,0.0,14394.5579,0,1,0,0,0,0,0,1,0,1,0
1052,1052,49.0,29.83,1.0,9288.0267,0,1,0,0,0,0,0,1,0,1,0
1053,1053,47.0,29.8,0.0,25309.489,0,0,0,0,1,0,0,1,0,0,1
1054,1054,27.0,21.47,0.0,3353.4703,0,0,1,0,0,0,1,0,0,1,0
1055,1055,55.0,30.631379032258067,0.0,10594.50155,0,0,1,0,0,0,0,1,0,1,0
1056,1056,48.0,30.631379032258067,0.0,8277.523000000001,0,0,0,0,1,0,1,0,0,1,0
1057,1057,39.0,30.631379032258067,0.0,17929.303369999998,0,0,0,1,0,0,1,0,0,1,0
1058,1058,24.0,39.49,0.0,2480.9791,0,0,0,1,0,0,1,0,0,1,0
1059,1059,32.0,33.82,1.0,4462.7218,0,0,1,0,0,0,0,1,0,1,0
1060,1060,24.0,32.01,0.0,13311.265686102104,0,0,0,1,0,1,0,0,0,1,0
1061,1061,57.0,27.94,1.0,11554.2236,0,0,0,1,0,0,0,1,0,1,0
1062,1062,59.0,41.14,1.0,48970.2476,0,0,0,1,0,0,0,1,0,0,1
1063,1063,36.0,28.595,3.0,6548.19505,0,0,1,0,0,0,0,1,0,1,0
1064,1064,29.0,25.6,4.0,5708.866999999999,0,0,0,0,1,0,1,0,0,1,0
1065,1065,42.0,30.631379032258067,1.0,7045.499,0,0,0,0,1,0,1,0,0,1,0
1066,1066,48.0,37.29,2.0,8978.1851,0,0,0,1,0,0,0,1,0,1,0
1067,1067,39.0,42.655,0.0,5757.41345,0,1,0,0,0,0,0,1,0,1,0
1068,1068,63.0,21.66,1.0,14349.8544,0,0,1,0,0,0,0,1,0,1,0
1069,1069,54.0,31.9,1.0,10928.848999999998,0,0,0,1,0,1,0,0,0,1,0
1070,1070,37.0,37.07,1.0,39871.7043,0,0,0,1,0,0,0,1,0,0,1
1071,1071,63.0,31.445,0.0,13974.45555,0,1,0,0,0,0,0,1,0,1,0
1072,1072,21.0,31.255,0.0,1909.52745,0,0,1,0,0,0,0,1,1,0,0
1073,1073,54.0,28.88,2.0,12096.6512,0,1,0,0,0,0,1,0,0,1,0
1074,1074,60.0,18.335,0.0,13204.28565,0,1,0,0,0,1,0,0,0,1,0
1075,1075,32.0,29.59,1.0,4562.8421,0,0,0,1,0,0,1,0,0,1,0
1076,1076,47.0,32.0,1.0,8551.347,0,0,0,0,1,0,1,0,0,1,0
1077,1077,21.0,26.03,0.0,2102.2647,0,1,0,0,0,0,0,1,0,1,0
1078,1078,28.0,31.68,0.0,34672.1472,1,0,0,0,0,0,0,1,0,0,1
1079,1079,63.0,33.66,3.0,15161.5344,0,0,0,1,0,0,0,1,0,1,0
1080,1080,18.0,21.78,0.0,11884.04858,0,0,0,1,0,0,0,1,0,1,0
1081,1081,32.0,27.835,1.0,4454.40265,0,0,1,0,0,0,0,1,0,1,0
1082,1082,38.0,19.95,1.0,5855.9025,0,0,1,0,0,0,0,1,0,1,0
1083,1083,32.0,31.5,1.0,4076.497,0,0,0,0,1,0,0,1,0,1,0
1084,1084,62.0,30.495,2.0,15019.76005,0,0,1,0,0,0,1,0,0,1,0
1085,1085,39.0,18.3,5.0,19023.26,0,0,0,0,1,0,1,0,0,0,1
1086,1086,55.0,28.975,0.0,10796.35025,0,1,0,0,0,0,0,1,0,1,0
1087,1087,57.0,31.54,0.0,11353.2276,0,0,1,0,0,0,0,1,0,1,0
1088,1088,52.0,30.631379032258067,0.0,9748.9106,0,0,0,1,0,0,0,1,0,1,0
1089,1089,56.0,30.631379032258067,0.0,10577.087,0,0,0,0,1,0,0,1,0,1,0
1090,1090,47.0,36.19,0.0,41676.0811,0,0,0,1,0,0,0,1,0,0,1
1091,1091,55.0,29.83,0.0,11286.5387,0,1,0,0,0,0,1,0,0,1,0
1092,1092,23.0,32.7,3.0,3591.48,0,0,0,0,1,0,0,1,0,1,0
1093,1093,22.0,30.4,0.0,33907.547999999995,0,0,1,0,0,0,1,0,0,0,1
1094,1094,50.0,33.7,4.0,11299.343,0,0,0,0,1,0,1,0,0,1,0
1095,1095,18.0,31.35,4.0,4561.1885,0,1,0,0,0,1,0,0,0,1,0
1096,1096,51.0,34.96,0.0,44641.1974,1,0,0,0,0,0,1,0,0,0,1
1097,1097,22.0,33.77,0.0,1674.6323,0,0,0,1,0,0,0,1,0,1,0
1098,1098,52.0,30.875,0.0,23045.56616,0,1,0,0,0,0,1,0,0,1,0
1099,1099,25.0,33.99,1.0,3227.1211,0,0,0,1,0,0,1,0,0,1,0
1100,1100,33.0,19.095,2.0,16776.30405,0,1,0,0,0,0,1,0,0,0,1
1101,1101,53.0,28.6,3.0,11253.421,0,0,0,0,1,0,0,1,0,1,0
1102,1102,29.0,38.94,1.0,3471.4096,1,0,0,0,0,0,0,1,0,1,0
1103,1103,39.0,36.08,0.0,11363.2832,0,0,0,1,0,1,0,0,0,1,0
1104,1104,37.0,29.8,0.0,20420.60465,0,0,0,0,1,0,0,1,0,1,0
1105,1105,54.0,31.24,0.0,13311.265686102104,0,0,0,1,0,0,1,0,0,1,0
1106,1106,49.0,29.925,0.0,8988.15875,0,0,1,0,0,0,1,0,0,1,0
1107,1107,50.0,26.22,2.0,10493.9458,0,0,1,0,0,0,1,0,0,1,0
1108,1108,26.0,30.0,1.0,2904.088,1,0,0,0,0,0,0,1,0,1,0
1109,1109,45.0,20.35,3.0,8605.3615,0,0,0,1,0,0,0,1,0,1,0
1110,1110,54.0,32.3,1.0,11512.405,0,1,0,0,0,0,1,0,0,1,0
1111,1111,38.0,38.39,3.0,41949.2441,0,0,0,1,0,0,0,1,0,0,1
1112,1112,48.0,25.85,3.0,24180.9335,0,0,0,1,0,0,1,0,0,0,1
1113,1113,28.0,26.315,0.0,5312.16985,0,0,1,0,0,0,1,0,0,1,0
1114,1114,23.0,24.51,0.0,2396.0959,0,1,0,0,0,1,0,0,0,1,0
1115,1115,55.0,32.67,0.0,10807.4863,0,0,0,1,0,0,0,1,0,1,0
1116,1116,41.0,29.64,5.0,9222.4026,0,1,0,0,0,0,0,1,0,1,0
1117,1117,25.0,33.33,2.0,36124.5737,1,0,0,0,0,0,0,1,0,0,1
1118,1118,33.0,35.75,1.0,38282.7495,0,0,0,1,0,0,0,1,0,0,1
1119,1119,30.0,19.95,3.0,5693.4305,0,0,1,0,0,0,1,0,0,1,0
1120,1120,23.0,30.631379032258067,0.0,34166.273,0,0,0,0,1,0,1,0,0,0,1
1121,1121,46.0,38.17,2.0,8347.1643,0,0,0,1,0,0,0,1,0,1,0
1122,1122,53.0,36.86,0.0,46661.4424,0,0,1,0,0,0,1,0,0,0,1
1123,1123,27.0,32.395,1.0,18903.49141,0,1,0,0,0,0,1,0,0,1,0
1124,1124,23.0,30.631379032258067,1.0,40904.1995,0,1,0,0,0,0,1,0,0,0,1
1125,1125,63.0,25.08,0.0,14254.6082,0,0,1,0,0,0,1,0,0,1,0
1126,1126,55.0,29.9,0.0,10214.636,0,0,0,0,1,0,0,1,0,1,0
1127,1127,35.0,35.86,2.0,5836.5204,0,0,0,1,0,0,1,0,0,1,0
1128,1128,34.0,32.8,1.0,14358.36437,0,0,0,0,1,0,0,1,0,1,0
1129,1129,19.0,18.6,0.0,1728.8970000000002,0,0,0,0,1,0,1,0,0,1,0
1130,1130,39.0,23.87,5.0,8582.3023,0,0,0,1,0,0,1,0,0,1,0
1131,1131,27.0,45.9,2.0,3693.428,0,0,0,0,1,0,0,1,0,1,0
1132,1132,39.0,40.28,0.0,20709.02034,0,1,0,0,0,0,0,1,0,1,0
1133,1133,52.0,30.631379032258067,0.0,9991.03765,0,0,1,0,0,0,1,0,0,1,0
1134,1134,28.0,33.82,0.0,19673.335730000003,0,0,1,0,0,0,0,1,0,1,0
1135,1135,50.0,28.12,3.0,11085.5868,0,0,1,0,0,0,1,0,0,1,0
1136,1136,44.0,25.0,1.0,7623.518,1,0,0,0,0,0,1,0,0,1,0
1137,1137,26.0,22.23,0.0,3176.2877,0,0,1,0,0,0,1,0,0,1,0
1138,1138,33.0,30.25,0.0,3704.3545,0,0,0,1,0,0,0,1,0,1,0
1139,1139,19.0,32.49,0.0,36898.73308,0,0,1,0,0,0,1,0,0,0,1
1140,1140,50.0,37.07,1.0,9048.0273,0,0,0,1,0,0,0,1,0,1,0
1141,1141,41.0,32.6,3.0,7954.517,0,0,0,0,1,0,1,0,0,1,0
1142,1142,52.0,24.86,0.0,27117.99378,0,0,0,1,0,0,1,0,0,1,0
1143,1143,39.0,32.34,2.0,6338.0756,0,0,0,1,0,0,0,1,0,1,0
1144,1144,50.0,32.3,2.0,9630.397,0,0,0,0,1,0,0,1,0,1,0
1145,1145,52.0,32.775,3.0,11289.10925,0,0,1,0,0,0,0,1,0,1,0
1146,1146,60.0,32.8,0.0,52590.82939,0,0,0,0,1,0,0,1,0,0,1
1147,1147,20.0,31.92,0.0,2261.5688,0,0,1,0,0,0,1,0,0,1,0
1148,1148,55.0,21.5,1.0,10791.96,0,0,0,0,1,0,0,1,0,1,0
1149,1149,42.0,34.1,0.0,5979.731,0,0,0,0,1,0,0,1,0,1,0
1150,1150,18.0,30.305,0.0,2203.73595,0,1,0,0,0,0,1,0,0,1,0
1151,1151,58.0,36.48,0.0,12235.8392,0,0,1,0,0,0,1,0,0,1,0
1152,1152,43.0,32.56,3.0,40941.2854,0,0,0,1,0,0,1,0,0,0,1
1153,1153,35.0,35.815,1.0,13311.265686102104,0,0,1,0,0,1,0,0,0,1,0
1154,1154,48.0,27.93,4.0,11015.1747,0,0,1,0,0,0,1,0,0,1,0
1155,1155,36.0,22.135,3.0,7228.21565,0,1,0,0,0,0,1,0,0,1,0
1156,1156,19.0,44.88,0.0,39722.7462,0,0,0,1,0,0,0,1,0,0,1
1157,1157,39.0,30.631379032258067,2.0,14426.07385,0,0,1,0,0,0,1,0,0,1,0
1158,1158,20.0,30.59,0.0,2459.7201,0,1,0,0,0,0,1,0,0,1,0
1159,1159,32.0,41.1,0.0,3989.841,0,0,0,0,1,0,1,0,0,1,0
1160,1160,43.0,34.58,1.0,7727.2532,0,0,1,0,0,1,0,0,0,1,0
1161,1161,34.0,42.13,2.0,5124.1887,0,0,0,1,0,0,0,1,0,1,0
1162,1162,30.0,38.83,1.0,18963.17192,0,0,0,1,0,0,0,1,0,1,0
1163,1163,18.0,28.215,0.0,13311.265686102104,0,1,0,0,0,0,1,0,0,1,0
1164,1164,41.0,28.31,1.0,7153.5539,1,0,0,0,0,0,1,0,0,1,0
1165,1165,35.0,26.125,0.0,5227.98875,0,1,0,0,0,0,1,0,0,1,0
1166,1166,57.0,40.37,0.0,10982.5013,0,0,0,1,0,0,0,1,0,1,0
1167,1167,29.0,24.6,2.0,4529.477,0,0,0,0,1,0,1,0,0,1,0
1168,1168,32.0,35.2,2.0,4670.64,0,0,0,0,1,0,0,1,0,1,0
1169,1169,37.0,34.105,1.0,6112.35295,0,0,1,0,0,0,1,0,0,1,0
1170,1170,18.0,27.36,1.0,17178.6824,0,1,0,0,0,0,0,1,0,0,1
1171,1171,43.0,26.7,2.0,22478.6,0,0,0,0,1,0,1,0,0,0,1
1172,1172,56.0,41.91,0.0,11093.6229,0,0,0,1,0,0,1,0,0,1,0
1173,1173,38.0,29.26,2.0,13311.265686102104,0,0,1,0,0,0,0,1,0,1,0
1174,1174,29.0,32.11,2.0,4433.9159,0,0,1,0,0,0,0,1,0,1,0
1175,1175,22.0,27.1,0.0,2154.361,0,0,0,0,1,0,1,0,0,1,0
1176,1176,52.0,24.13,0.0,23887.6627,0,0,1,0,0,0,1,0,0,0,1
1177,1177,40.0,27.4,1.0,6496.886,0,0,0,0,1,0,1,0,0,1,0
1178,1178,23.0,34.865,0.0,2899.48935,0,1,0,0,0,0,1,0,0,1,0
1179,1179,31.0,29.81,0.0,19350.3689,0,0,0,1,0,0,0,1,0,0,1
1180,1180,42.0,41.325,1.0,7650.77375,0,1,0,0,0,0,1,0,0,1,0
1181,1181,24.0,29.925,0.0,2850.68375,0,0,1,0,0,0,1,0,0,1,0
1182,1182,25.0,30.3,0.0,2632.992,0,0,0,0,1,0,1,0,0,1,0
1183,1183,48.0,27.36,1.0,9447.3824,0,1,0,0,0,0,1,0,0,1,0
1184,1184,23.0,28.49,1.0,18328.2381,0,0,0,1,0,0,1,0,0,0,1
1185,1185,45.0,23.56,2.0,8603.8234,0,1,0,0,0,0,0,1,0,1,0
1186,1186,20.0,35.625,3.0,37465.34375,0,0,1,0,0,0,0,1,1,0,0
1187,1187,62.0,30.631379032258067,0.0,13844.7972,0,0,1,0,0,0,1,0,0,1,0
1188,1188,43.0,25.27,1.0,21771.3423,0,1,0,0,0,0,1,0,0,0,1
1189,1189,23.0,28.0,0.0,13126.67745,0,0,0,0,1,0,1,0,0,1,0
1190,1190,31.0,32.775,2.0,5327.40025,0,0,1,0,0,0,1,0,0,1,0
1191,1191,41.0,21.755,1.0,13725.47184,0,1,0,0,0,0,1,0,0,1,0
1192,1192,58.0,32.395,1.0,13019.16105,0,1,0,0,0,0,1,0,0,1,0
1193,1193,48.0,36.575,0.0,8671.19125,0,0,1,0,0,0,1,0,0,1,0
1194,1194,31.0,21.755,0.0,4134.08245,0,0,1,0,0,0,1,0,0,1,0
1195,1195,19.0,27.93,3.0,18838.70366,0,0,1,0,0,0,1,0,0,1,0
1196,1196,19.0,30.02,0.0,33307.5508,0,0,1,0,0,0,1,0,0,0,1
1197,1197,41.0,33.55,0.0,5699.8375,0,0,0,1,0,0,0,1,0,1,0
1198,1198,40.0,29.355,1.0,6393.60345,0,0,1,0,0,0,0,1,0,1,0
1199,1199,31.0,25.8,2.0,4934.705,0,0,0,0,1,0,1,0,0,1,0
1200,1200,37.0,24.32,0.0,6198.7518,1,0,0,0,0,0,0,1,0,1,0
1201,1201,46.0,40.375,2.0,8733.22925,0,0,1,0,0,0,0,1,0,1,0
1202,1202,22.0,32.11,0.0,2055.3249,0,0,1,0,0,0,0,1,0,1,0
1203,1203,51.0,32.3,1.0,9964.06,0,1,0,0,0,0,0,1,0,1,0
1204,1204,18.0,27.28,3.0,18223.4512,0,0,0,1,0,0,1,0,0,0,1
1205,1205,35.0,30.631379032258067,1.0,5116.5004,1,0,0,0,0,0,0,1,0,1,0
1206,1206,59.0,34.8,0.0,36910.60803,0,0,0,0,1,0,1,0,0,1,0
1207,1207,36.0,33.4,2.0,38415.474,0,0,0,0,1,0,0,1,0,0,1
1208,1208,37.0,25.555,1.0,20296.86345,0,1,0,0,0,0,1,0,0,0,1
1209,1209,59.0,37.1,1.0,12347.172,0,0,0,0,1,0,0,1,0,1,0
1210,1210,36.0,30.875,0.0,5373.36425,0,0,1,0,0,0,0,1,0,1,0
1211,1211,39.0,34.1,2.0,23563.01618,0,0,0,1,0,0,0,1,0,1,0
1212,1212,18.0,21.47,0.0,1702.4553,0,1,0,0,0,0,0,1,0,1,0
1213,1213,52.0,33.3,2.0,10806.839,0,0,0,0,1,0,1,0,0,1,0
1214,1214,27.0,31.255,1.0,3956.07145,0,0,1,0,0,0,1,0,0,1,0
1215,1215,18.0,39.14,0.0,12890.05765,0,1,0,0,0,0,0,1,0,1,0
1216,1216,40.0,25.08,0.0,5415.6612,0,0,0,1,0,0,0,1,0,1,0
1217,1217,29.0,37.29,2.0,4058.1161,0,0,0,1,0,0,0,1,0,1,0
1218,1218,46.0,34.6,1.0,41661.602,0,0,0,0,1,0,1,0,1,0,0
1219,1219,38.0,30.631379032258067,3.0,7537.1639,0,0,1,0,0,0,1,0,1,0,0
1220,1220,30.0,21.945,0.0,4718.20355,0,1,0,0,0,0,1,0,0,1,0
1221,1221,40.0,24.97,2.0,6593.5083,0,0,0,1,0,0,0,1,0,1,0
1222,1222,50.0,25.3,0.0,8442.667,0,0,0,1,0,0,0,1,0,1,0
1223,1223,20.0,24.42,0.0,26125.67477,0,0,0,1,0,0,1,0,0,0,1
1224,1224,41.0,23.94,1.0,6858.4796,1,0,0,0,0,0,0,1,0,1,0
1225,1225,33.0,39.82,1.0,4795.6568,0,0,0,1,0,0,1,0,0,1,0
1226,1226,38.0,16.815,2.0,6640.54485,0,1,0,0,0,0,0,1,0,1,0
1227,1227,42.0,37.18,2.0,7162.0122,0,0,0,1,0,0,0,1,0,1,0
1228,1228,56.0,34.43,0.0,10594.2257,0,0,0,1,0,0,0,1,0,1,0
1229,1229,58.0,30.305,0.0,11938.25595,0,1,0,0,0,0,0,1,0,1,0
1230,1230,52.0,30.631379032258067,3.0,60021.39897,0,0,1,0,0,0,0,1,0,0,1
1231,1231,20.0,21.8,0.0,20167.33603,0,0,0,0,1,1,0,0,0,0,1
1232,1232,54.0,24.605,3.0,12479.70895,0,0,1,0,0,0,1,0,0,1,0
1233,1233,58.0,23.3,0.0,13311.265686102104,0,0,0,0,1,0,0,1,0,1,0
1234,1234,45.0,27.83,2.0,8515.7587,0,0,0,1,0,0,1,0,0,1,0
1235,1235,26.0,31.065,0.0,2699.56835,0,0,1,0,0,1,0,0,0,1,0
1236,1236,63.0,21.66,0.0,14449.8544,0,1,0,0,0,0,1,0,0,1,0
1237,1237,58.0,28.215,0.0,12224.35085,0,0,1,0,0,0,1,0,0,1,0
1238,1238,37.0,22.705,3.0,6985.50695,0,1,0,0,0,0,0,1,0,1,0
1239,1239,25.0,42.13,1.0,3238.4357,0,0,0,1,0,1,0,0,0,1,0
1240,1240,52.0,41.8,2.0,47269.85400000001,0,0,0,1,0,1,0,0,0,0,1
1241,1241,64.0,36.96,2.0,49577.6624,0,0,0,1,0,0,0,1,0,0,1
1242,1242,22.0,21.28,3.0,4296.2712,0,0,1,0,0,1,0,0,0,1,0
1243,1243,28.0,33.11,0.0,3171.6149,0,0,0,1,0,0,1,0,1,0,0
