,Producto,Categoria,Precio_Unitario,Inventario_Disponible,Unidades_Vendidas,Marca,Oferta,Peso,Resolución,Conexión
8470,Laptop,Computadoras,486.16801745678464,32,7,MarcaA,True,1.1462442107254804,Full HD,WiFi
8471,Tablet,Computadoras,566.517949644286,43,14,MarcaB,True,2.8335814638154297,HD,WiFi
8472,Monitor,Monitores,776.6796117136433,38,7,MarcaC,False,3.8715264264921583,4K,HDMI
8473,Teclado,Accesorios,422.43322193742245,45,7,MarcaA,True,3.040081084811752,N/A,USB
8474,Mouse,Accesorios,1335.2306636991743,33,14,MarcaB,False,4.429816993401415,N/A,USB
8475,Disco Duro,Almacenamiento,1116.384472550737,8,12,MarcaC,False,1.9214259058513135,1TB,SATA
8476,Impresora,Impresoras,310.76062082756056,18,1,MarcaA,False,3.17770966254785,N/A,USB
8477,Router,Redes,1045.1201864819109,9,11,MarcaB,False,3.475587699929771,N/A,WiFi
8478,Cámara Web,Accesorios,1049.7534193273066,29,5,MarcaC,False,1.7631062452653188,720p,USB
8479,Auriculares,Audio,1443.087525736716,43,12,MarcaA,True,2.283368477426694,N/A,3.5mm
8480,Laptop,Computadoras,203.9271327630096,12,11,MarcaA,False,3.159229434353055,Full HD,WiFi
8481,Tablet,Computadoras,522.3121847475493,19,1,MarcaB,False,0.5941879207972126,HD,WiFi
8482,Monitor,Monitores,1406.12892318791,23,7,MarcaC,False,4.489749115693634,4K,HDMI
8483,Teclado,Accesorios,1411.774090017768,15,13,MarcaA,True,0.9997882170011863,N/A,USB
8484,Mouse,Accesorios,1136.7623451818286,24,13,MarcaB,True,0.7140105494812277,N/A,USB
8485,Disco Duro,Almacenamiento,1195.492317361802,40,8,MarcaC,True,1.4676587901713467,1TB,SATA
8486,Impresora,Impresoras,318.92784530854124,22,7,MarcaA,True,2.760430833916202,N/A,USB
8487,Router,Redes,868.0385852117037,18,1,MarcaB,False,1.97913831717125,N/A,WiFi
8488,Cámara Web,Accesorios,501.0578886756992,42,3,MarcaC,False,2.4806552355743596,720p,USB
8489,Auriculares,Audio,435.58345669770245,29,10,MarcaA,True,0.8792199458504919,N/A,3.5mm
8490,Laptop,Computadoras,1253.3942888603324,20,3,MarcaA,False,1.5489708337515837,Full HD,WiFi
8491,Tablet,Computadoras,375.54957768471166,22,7,MarcaB,True,0.9394735833157319,HD,WiFi
8492,Monitor,Monitores,809.2471280953008,5,4,MarcaC,True,1.5336796394356413,4K,HDMI
8493,Teclado,Accesorios,1420.151711461843,44,12,MarcaA,True,3.6648906207913736,N/A,USB
8494,Mouse,Accesorios,441.5816722349453,5,3,MarcaB,False,3.088808576336363,N/A,USB
8495,Disco Duro,Almacenamiento,1471.391450859705,5,6,MarcaC,True,2.0028691604360422,1TB,SATA
8496,Impresora,Impresoras,1492.5743814893767,25,12,MarcaA,True,1.6755227011047376,N/A,USB
8497,Router,Redes,922.3023010871237,29,10,MarcaB,False,4.988875247254397,N/A,WiFi
8498,Cámara Web,Accesorios,421.1855622303053,31,6,MarcaC,False,3.9554045761752827,720p,USB
8499,Auriculares,Audio,610.9363543231643,14,10,MarcaA,False,4.199198852460491,N/A,3.5mm
8500,Laptop,Computadoras,751.8406824794957,16,5,MarcaA,False,0.6186408635921077,Full HD,WiFi
8501,Tablet,Computadoras,602.1214916656897,32,12,MarcaB,False,0.7681405729060606,HD,WiFi
8502,Monitor,Monitores,564.8262538394705,36,6,MarcaC,False,3.7067651175315026,4K,HDMI
8503,Teclado,Accesorios,1463.8986219812648,37,3,MarcaA,True,1.3632478502504135,N/A,USB
8504,Mouse,Accesorios,399.37427564046936,12,14,MarcaB,False,2.4154494584327093,N/A,USB
8505,Disco Duro,Almacenamiento,1153.326281331921,46,13,MarcaC,False,1.3287496116022766,1TB,SATA
8506,Impresora,Impresoras,200.53337627092733,30,10,MarcaA,False,1.2968235755892779,N/A,USB
8507,Router,Redes,975.0374702230899,46,5,MarcaB,True,0.9908462826020278,N/A,WiFi
8508,Cámara Web,Accesorios,1390.725905140268,45,9,MarcaC,False,3.1741704968730673,720p,USB
8509,Auriculares,Audio,574.3143223211847,6,4,MarcaA,True,3.826856178594843,N/A,3.5mm
8510,Laptop,Computadoras,441.1837678350349,39,11,MarcaA,True,0.7558007103164488,Full HD,WiFi
8511,Tablet,Computadoras,1047.183733341955,38,2,MarcaB,True,1.7399832888018991,HD,WiFi
8512,Monitor,Monitores,1126.381829487911,10,5,MarcaC,True,3.4626577938997696,4K,HDMI
8513,Teclado,Accesorios,1094.4396746375755,35,3,MarcaA,False,2.2654221010858615,N/A,USB
8514,Mouse,Accesorios,615.1119440277862,27,12,MarcaB,False,3.6709964936854527,N/A,USB
8515,Disco Duro,Almacenamiento,527.8631228071301,16,3,MarcaC,False,3.916526959956499,1TB,SATA
8516,Impresora,Impresoras,1442.6944399506574,32,4,MarcaA,False,0.6453231616432356,N/A,USB
8517,Router,Redes,1400.2893607509084,19,12,MarcaB,False,2.213869002316865,N/A,WiFi
8518,Cámara Web,Accesorios,794.5115928606664,23,4,MarcaC,False,3.781125273628614,720p,USB
8519,Auriculares,Audio,1300.0520260006854,16,5,MarcaA,True,2.2028719260068823,N/A,3.5mm
8520,Laptop,Computadoras,788.0205209245848,6,7,MarcaA,True,0.5262494134363205,Full HD,WiFi
8521,Tablet,Computadoras,751.7057234942636,15,4,MarcaB,False,2.013363195690443,HD,WiFi
8522,Monitor,Monitores,403.791831879083,48,11,MarcaC,False,4.426937403968884,4K,HDMI
8523,Teclado,Accesorios,754.3278734395647,41,7,MarcaA,False,4.783725021616294,N/A,USB
8524,Mouse,Accesorios,898.6420201797491,42,9,MarcaB,False,3.022324891756039,N/A,USB
8525,Disco Duro,Almacenamiento,229.2556256572924,29,3,MarcaC,False,1.878620463684616,1TB,SATA
8526,Impresora,Impresoras,777.3469067280283,47,5,MarcaA,False,2.5972891168089993,N/A,USB
8527,Router,Redes,1215.7630839137605,25,4,MarcaB,True,1.5629158716380256,N/A,WiFi
8528,Cámara Web,Accesorios,1084.0598732865508,46,9,MarcaC,True,1.2565656241212746,720p,USB
8529,Auriculares,Audio,1025.7040855231155,40,5,MarcaA,False,2.720908743944147,N/A,3.5mm
8530,Laptop,Computadoras,1382.4220569683632,13,10,MarcaA,False,3.8150779498732033,Full HD,WiFi
8531,Tablet,Computadoras,223.441612772799,16,2,MarcaB,False,1.501091717170419,HD,WiFi
8532,Monitor,Monitores,924.1618620499044,14,10,MarcaC,True,4.592917908462676,4K,HDMI
8533,Teclado,Accesorios,1223.5535029326193,9,1,MarcaA,True,1.2570243743780007,N/A,USB
8534,Mouse,Accesorios,903.7359975116474,37,7,MarcaB,True,3.012852094088964,N/A,USB
8535,Disco Duro,Almacenamiento,621.0642183544929,9,11,MarcaC,True,3.9937246634134986,1TB,SATA
8536,Impresora,Impresoras,377.1257346195712,20,1,MarcaA,True,1.4602481721002283,N/A,USB
8537,Router,Redes,1353.8319933610487,41,8,MarcaB,False,1.8340000113547419,N/A,WiFi
8538,Cámara Web,Accesorios,811.9911101038839,41,9,MarcaC,False,0.7316791197497847,720p,USB
8539,Auriculares,Audio,1341.5497560814117,33,7,MarcaA,True,4.747767785871379,N/A,3.5mm
8540,Laptop,Computadoras,961.6077591631188,22,9,MarcaA,False,2.691374870198013,Full HD,WiFi
8541,Tablet,Computadoras,1076.449751599501,33,10,MarcaB,True,0.7893777877416368,HD,WiFi
8542,Monitor,Monitores,1245.539500691985,10,6,MarcaC,True,4.235570659260433,4K,HDMI
8543,Teclado,Accesorios,1056.9022079801748,22,7,MarcaA,True,3.0620487157233742,N/A,USB
8544,Mouse,Accesorios,717.471292882619,36,3,MarcaB,False,0.7487812289231084,N/A,USB
8545,Disco Duro,Almacenamiento,867.7233991072463,46,14,MarcaC,False,2.5290345677661037,1TB,SATA
8546,Impresora,Impresoras,1243.9591820786438,35,14,MarcaA,False,2.4548136918645946,N/A,USB
8547,Router,Redes,685.7453852848794,15,9,MarcaB,False,1.1573678004792005,N/A,WiFi
8548,Cámara Web,Accesorios,704.5578937990463,30,3,MarcaC,False,2.391677640892769,720p,USB
8549,Auriculares,Audio,324.3971508754015,32,6,MarcaA,True,1.7726315713922833,N/A,3.5mm
8550,Laptop,Computadoras,1388.959765788272,31,4,MarcaA,True,3.6497385286532054,Full HD,WiFi
8551,Tablet,Computadoras,318.34720942907427,23,9,MarcaB,True,0.5247137742780501,HD,WiFi
8552,Monitor,Monitores,1042.6719306831228,49,1,MarcaC,False,0.9786917454004996,4K,HDMI
8553,Teclado,Accesorios,737.152822443637,31,9,MarcaA,False,4.633919640715768,N/A,USB
8554,Mouse,Accesorios,727.305207332075,24,12,MarcaB,False,2.449999972945137,N/A,USB
8555,Disco Duro,Almacenamiento,1083.417387544489,7,4,MarcaC,True,1.2928188860367829,1TB,SATA
8556,Impresora,Impresoras,287.22185241884233,20,10,MarcaA,True,4.069518965910666,N/A,USB
8557,Router,Redes,971.817517836865,43,5,MarcaB,True,4.332166700343986,N/A,WiFi
8558,Cámara Web,Accesorios,1203.641321764061,48,11,MarcaC,False,1.4504630607585502,720p,USB
8559,Auriculares,Audio,1276.6765852525725,33,13,MarcaA,False,3.7111999658215344,N/A,3.5mm
8560,Laptop,Computadoras,421.6895062119079,19,1,MarcaA,True,3.268110610251267,Full HD,WiFi
8561,Tablet,Computadoras,1366.6447651016258,34,14,MarcaB,True,3.852755200961397,HD,WiFi
8562,Monitor,Monitores,1052.9899194016748,44,1,MarcaC,True,4.045542886579684,4K,HDMI
8563,Teclado,Accesorios,1346.4112410668877,5,6,MarcaA,True,3.474211353769674,N/A,USB
8564,Mouse,Accesorios,830.8649322432577,33,10,MarcaB,False,4.802976313072376,N/A,USB
8565,Disco Duro,Almacenamiento,904.6433486263626,34,13,MarcaC,True,4.389018616572434,1TB,SATA
8566,Impresora,Impresoras,1394.7497601372725,44,1,MarcaA,False,1.5303716952711581,N/A,USB
8567,Router,Redes,1369.8824063610732,36,13,MarcaB,False,4.611046083225359,N/A,WiFi
8568,Cámara Web,Accesorios,782.6091353797026,14,2,MarcaC,False,2.118187854979066,720p,USB
8569,Auriculares,Audio,556.7364211263863,31,13,MarcaA,False,3.7694383311644604,N/A,3.5mm
8570,Laptop,Computadoras,711.1215649335434,12,14,MarcaA,False,4.31604642549388,Full HD,WiFi
8571,Tablet,Computadoras,704.0936270886747,40,3,MarcaB,True,2.463666919314507,HD,WiFi
8572,Monitor,Monitores,572.9269374776321,46,7,MarcaC,False,0.731788459080726,4K,HDMI
8573,Teclado,Accesorios,549.1534856328565,39,2,MarcaA,True,4.7734764552123465,N/A,USB
8574,Mouse,Accesorios,1319.3818174236353,40,5,MarcaB,True,0.8261602377096169,N/A,USB
8575,Disco Duro,Almacenamiento,290.8204968900602,40,9,MarcaC,False,2.066493160242158,1TB,SATA
8576,Impresora,Impresoras,1080.8945367294723,29,12,MarcaA,True,3.1840128399724685,N/A,USB
8577,Router,Redes,424.666066893388,24,12,MarcaB,True,1.0289151843684488,N/A,WiFi
8578,Cámara Web,Accesorios,647.8576614122821,49,10,MarcaC,True,4.271928469651706,720p,USB
8579,Auriculares,Audio,280.0059443752879,21,8,MarcaA,True,1.4153997009940178,N/A,3.5mm
8580,Laptop,Computadoras,550.9657279121006,27,12,MarcaA,False,4.937016484890848,Full HD,WiFi
8581,Tablet,Computadoras,1198.9473924524148,29,8,MarcaB,True,4.623950482542878,HD,WiFi
8582,Monitor,Monitores,1350.5199219114363,35,11,MarcaC,True,3.2205023924803853,4K,HDMI
8583,Teclado,Accesorios,487.98529747307714,10,2,MarcaA,False,3.4700454017932096,N/A,USB
8584,Mouse,Accesorios,802.6121910365983,39,1,MarcaB,False,2.901229106039031,N/A,USB
8585,Disco Duro,Almacenamiento,811.4212623183683,8,9,MarcaC,False,2.2599678588477468,1TB,SATA
8586,Impresora,Impresoras,1335.6478974876545,44,10,MarcaA,False,2.0826864368326294,N/A,USB
8587,Router,Redes,1191.638768738547,24,12,MarcaB,False,4.51244708033118,N/A,WiFi
8588,Cámara Web,Accesorios,867.0003838784648,45,4,MarcaC,True,3.0947887675119556,720p,USB
8589,Auriculares,Audio,1071.9713606133055,5,9,MarcaA,False,4.204821794960173,N/A,3.5mm
8590,Laptop,Computadoras,1301.5615700821768,49,11,MarcaA,True,2.8133196974272328,Full HD,WiFi
8591,Tablet,Computadoras,212.40064023320843,30,14,MarcaB,False,1.8816121500892335,HD,WiFi
8592,Monitor,Monitores,723.7570403650632,38,12,MarcaC,True,0.9129176448337393,4K,HDMI
8593,Teclado,Accesorios,1379.4161174602023,14,11,MarcaA,True,1.9566356135374277,N/A,USB
8594,Mouse,Accesorios,1162.4069400971368,27,7,MarcaB,False,4.460528813292942,N/A,USB
8595,Disco Duro,Almacenamiento,905.693786634297,28,12,MarcaC,True,3.7038252824769624,1TB,SATA
8596,Impresora,Impresoras,888.5378851456735,17,6,MarcaA,False,4.036234594419557,N/A,USB
8597,Router,Redes,652.1011268857692,33,10,MarcaB,True,3.9804539724525076,N/A,WiFi
8598,Cámara Web,Accesorios,876.6766937339688,31,13,MarcaC,False,1.0398758775416426,720p,USB
8599,Auriculares,Audio,1051.998159302489,35,9,MarcaA,True,1.2148725472602346,N/A,3.5mm
8600,Laptop,Computadoras,743.871949957431,47,10,MarcaA,True,1.9275766197530984,Full HD,WiFi
8601,Tablet,Computadoras,1128.399090309826,14,4,MarcaB,False,1.854629504005605,HD,WiFi
8602,Monitor,Monitores,1319.6018954385015,35,14,MarcaC,False,0.7973646721507929,4K,HDMI
8603,Teclado,Accesorios,401.0903026403195,43,1,MarcaA,False,1.190621793061431,N/A,USB
8604,Mouse,Accesorios,787.0111296626518,14,5,MarcaB,False,4.353036276050508,N/A,USB
8605,Disco Duro,Almacenamiento,730.4261186706054,28,13,MarcaC,False,3.1507017709176655,1TB,SATA
8606,Impresora,Impresoras,1093.7042452646465,37,6,MarcaA,False,2.040273467508387,N/A,USB
8607,Router,Redes,524.8277048353082,18,6,MarcaB,False,2.86915054038519,N/A,WiFi
8608,Cámara Web,Accesorios,1032.326189437959,39,12,MarcaC,False,1.6759102621023008,720p,USB
8609,Auriculares,Audio,1340.7360142509344,49,1,MarcaA,False,3.1272904280622873,N/A,3.5mm
8610,Laptop,Computadoras,743.5710797317095,38,7,MarcaA,False,0.8358389745615438,Full HD,WiFi
8611,Tablet,Computadoras,1384.320409972986,21,8,MarcaB,True,4.561928145340481,HD,WiFi
8612,Monitor,Monitores,1491.112860613522,25,12,MarcaC,True,1.5820096310762661,4K,HDMI
8613,Teclado,Accesorios,337.9196649323377,36,5,MarcaA,False,4.185839758719258,N/A,USB
8614,Mouse,Accesorios,502.9691443803162,7,2,MarcaB,False,3.4699948984603273,N/A,USB
8615,Disco Duro,Almacenamiento,1435.4936769267213,19,2,MarcaC,True,2.8535312409050024,1TB,SATA
8616,Impresora,Impresoras,1445.8259924258027,12,11,MarcaA,False,4.68408407323008,N/A,USB
8617,Router,Redes,327.01945800278605,36,5,MarcaB,True,1.2056593114451915,N/A,WiFi
8618,Cámara Web,Accesorios,219.49805049027768,42,7,MarcaC,True,1.0367486162104986,720p,USB
8619,Auriculares,Audio,409.43003023334893,30,7,MarcaA,True,1.9483705932054693,N/A,3.5mm
8620,Laptop,Computadoras,1494.8166183969229,34,13,MarcaA,True,4.235995519332597,Full HD,WiFi
8621,Tablet,Computadoras,433.9995015938929,13,4,MarcaB,True,0.6584065528560563,HD,WiFi
8622,Monitor,Monitores,853.31188873863,36,11,MarcaC,False,1.57732568289203,4K,HDMI
8623,Teclado,Accesorios,1302.9430443596643,15,14,MarcaA,True,2.411159862590004,N/A,USB
8624,Mouse,Accesorios,226.52209389466825,26,3,MarcaB,False,3.7082344484219374,N/A,USB
8625,Disco Duro,Almacenamiento,985.8356769359973,38,9,MarcaC,True,1.8469088042487813,1TB,SATA
8626,Impresora,Impresoras,560.1330835305116,45,12,MarcaA,True,2.516506008038213,N/A,USB
8627,Router,Redes,1321.035391371651,22,14,MarcaB,True,2.0158272089202267,N/A,WiFi
8628,Cámara Web,Accesorios,568.499494043303,23,14,MarcaC,False,0.9142711462656605,720p,USB
8629,Auriculares,Audio,1092.7824363664815,22,7,MarcaA,True,3.824041931740641,N/A,3.5mm
8630,Laptop,Computadoras,1076.485522181616,41,2,MarcaA,True,2.576207284000174,Full HD,WiFi
8631,Tablet,Computadoras,487.941613517532,22,1,MarcaB,False,4.156304537876434,HD,WiFi
8632,Monitor,Monitores,245.23895982885514,16,11,MarcaC,False,3.6261181267436244,4K,HDMI
8633,Teclado,Accesorios,732.0244459210164,8,2,MarcaA,True,0.7601684008528701,N/A,USB
8634,Mouse,Accesorios,575.9510975556307,47,13,MarcaB,True,2.750341552233253,N/A,USB
8635,Disco Duro,Almacenamiento,1251.671074497821,31,12,MarcaC,True,4.9588503062691816,1TB,SATA
8636,Impresora,Impresoras,1240.4734449919488,9,3,MarcaA,False,1.8854161783967367,N/A,USB
8637,Router,Redes,794.1311378504131,10,5,MarcaB,True,2.71831145220339,N/A,WiFi
8638,Cámara Web,Accesorios,988.4658929201846,17,14,MarcaC,False,3.4341459965331813,720p,USB
8639,Auriculares,Audio,985.5373707830028,27,3,MarcaA,True,1.4101952017095303,N/A,3.5mm
8640,Laptop,Computadoras,1275.3055929559105,46,10,MarcaA,False,3.661282446642688,Full HD,WiFi
8641,Tablet,Computadoras,752.5031383601568,29,9,MarcaB,False,3.4689950439875568,HD,WiFi
8642,Monitor,Monitores,558.0806837276618,8,10,MarcaC,True,2.1873221002376946,4K,HDMI
8643,Teclado,Accesorios,544.5453935827118,36,4,MarcaA,True,1.779976702908946,N/A,USB
8644,Mouse,Accesorios,897.0499630668654,48,7,MarcaB,False,4.635962155751446,N/A,USB
8645,Disco Duro,Almacenamiento,783.8926635518764,19,4,MarcaC,True,1.0716060771371168,1TB,SATA
8646,Impresora,Impresoras,772.157002280417,30,3,MarcaA,False,2.4441385609048325,N/A,USB
8647,Router,Redes,318.4785408166194,46,10,MarcaB,False,3.951426326999578,N/A,WiFi
8648,Cámara Web,Accesorios,1134.1848628972543,15,1,MarcaC,True,1.166616929639242,720p,USB
8649,Auriculares,Audio,477.8576943764839,13,14,MarcaA,False,4.698173900934237,N/A,3.5mm
8650,Laptop,Computadoras,456.0397192713378,15,12,MarcaA,True,2.8681358304406004,Full HD,WiFi
8651,Tablet,Computadoras,736.5858163606115,6,9,MarcaB,False,2.7716704451919534,HD,WiFi
8652,Monitor,Monitores,496.11184410314183,49,13,MarcaC,True,2.409248348596904,4K,HDMI
8653,Teclado,Accesorios,959.0157475004199,31,11,MarcaA,True,4.403525861725466,N/A,USB
8654,Mouse,Accesorios,682.902341134813,30,1,MarcaB,True,4.767986339661772,N/A,USB
8655,Disco Duro,Almacenamiento,783.5852393706272,12,11,MarcaC,False,2.2103061179800005,1TB,SATA
8656,Impresora,Impresoras,898.3201180852375,25,13,MarcaA,True,2.940771426125321,N/A,USB
8657,Router,Redes,464.5961792263463,25,1,MarcaB,False,1.9194040977447073,N/A,WiFi
8658,Cámara Web,Accesorios,402.4771097251887,12,1,MarcaC,False,2.1560754275210767,720p,USB
8659,Auriculares,Audio,1344.5484737356862,5,14,MarcaA,True,0.6275010228016109,N/A,3.5mm
8660,Laptop,Computadoras,763.8408136808473,42,5,MarcaA,False,4.036709679846876,Full HD,WiFi
8661,Tablet,Computadoras,735.7216925223009,17,7,MarcaB,True,4.861999133415707,HD,WiFi
8662,Monitor,Monitores,246.29579535469392,13,7,MarcaC,False,3.9628694833145923,4K,HDMI
8663,Teclado,Accesorios,847.3691933636112,32,10,MarcaA,False,2.8319513934265603,N/A,USB
8664,Mouse,Accesorios,920.4206380943001,10,1,MarcaB,True,4.2237949691350165,N/A,USB
8665,Disco Duro,Almacenamiento,926.4931322410664,27,6,MarcaC,True,4.360455693873831,1TB,SATA
8666,Impresora,Impresoras,1119.1405201197497,40,9,MarcaA,False,2.950351839177255,N/A,USB
8667,Router,Redes,430.7263854883153,21,6,MarcaB,True,4.717208685559467,N/A,WiFi
8668,Cámara Web,Accesorios,527.8900744998045,13,4,MarcaC,True,0.6357658687564565,720p,USB
8669,Auriculares,Audio,1253.9496047995365,16,10,MarcaA,False,0.5454320442284194,N/A,3.5mm
8670,Laptop,Computadoras,1431.3218018964121,26,9,MarcaA,True,0.8665671387410281,Full HD,WiFi
8671,Tablet,Computadoras,376.7125715775168,16,13,MarcaB,False,0.7603597195405324,HD,WiFi
8672,Monitor,Monitores,846.9444208567836,10,3,MarcaC,True,2.4107494450199036,4K,HDMI
8673,Teclado,Accesorios,478.4291285614629,48,13,MarcaA,True,4.73144496764894,N/A,USB
8674,Mouse,Accesorios,278.0951188614772,13,10,MarcaB,False,3.5385059749637136,N/A,USB
8675,Disco Duro,Almacenamiento,623.154339563976,41,4,MarcaC,False,3.467537875600055,1TB,SATA
8676,Impresora,Impresoras,386.7939127394766,7,4,MarcaA,True,2.2319871905159583,N/A,USB
8677,Router,Redes,1122.91299546452,38,4,MarcaB,True,2.9019490528065632,N/A,WiFi
8678,Cámara Web,Accesorios,893.8430377728778,12,6,MarcaC,False,1.8687861344499044,720p,USB
8679,Auriculares,Audio,386.9848122874041,14,13,MarcaA,True,2.8302698273119926,N/A,3.5mm
8680,Laptop,Computadoras,212.01406492716868,45,11,MarcaA,True,3.859974089216326,Full HD,WiFi
8681,Tablet,Computadoras,1250.6041637314765,46,11,MarcaB,True,3.0141160891398444,HD,WiFi
8682,Monitor,Monitores,429.0527280135218,47,7,MarcaC,True,2.384923276506033,4K,HDMI
8683,Teclado,Accesorios,988.0816348869957,13,14,MarcaA,False,4.302149287671936,N/A,USB
8684,Mouse,Accesorios,637.9984869997693,18,9,MarcaB,True,1.793492959076383,N/A,USB
8685,Disco Duro,Almacenamiento,961.1317198095463,41,14,MarcaC,False,2.6666911756600706,1TB,SATA
8686,Impresora,Impresoras,610.3497150770213,31,11,MarcaA,False,4.901662717871902,N/A,USB
8687,Router,Redes,313.0214288999304,45,3,MarcaB,True,4.852947328352104,N/A,WiFi
8688,Cámara Web,Accesorios,489.8350111250797,36,8,MarcaC,False,0.528280774974465,720p,USB
8689,Auriculares,Audio,444.4761364227983,8,8,MarcaA,True,2.89505034019514,N/A,3.5mm
8690,Laptop,Computadoras,756.425158171537,6,1,MarcaA,True,2.0161366649382173,Full HD,WiFi
8691,Tablet,Computadoras,1055.7689184540045,37,5,MarcaB,False,1.8105074138604198,HD,WiFi
8692,Monitor,Monitores,542.9478974302648,25,13,MarcaC,False,3.1831348037390623,4K,HDMI
8693,Teclado,Accesorios,215.69091589080332,5,10,MarcaA,False,2.5083694543738293,N/A,USB
8694,Mouse,Accesorios,874.618573544184,48,5,MarcaB,True,3.797789366977886,N/A,USB
8695,Disco Duro,Almacenamiento,987.4873361666637,15,12,MarcaC,True,0.6221038566297331,1TB,SATA
8696,Impresora,Impresoras,1451.7316422023525,5,8,MarcaA,True,4.67100880953911,N/A,USB
8697,Router,Redes,966.3120440212209,15,8,MarcaB,False,3.0541698145753253,N/A,WiFi
8698,Cámara Web,Accesorios,812.5243271915843,11,12,MarcaC,False,3.578300159967386,720p,USB
8699,Auriculares,Audio,945.422113667015,6,2,MarcaA,False,3.220639136203137,N/A,3.5mm
8700,Laptop,Computadoras,1406.2708188206352,19,3,MarcaA,False,4.951092228393336,Full HD,WiFi
8701,Tablet,Computadoras,1276.89158928214,12,2,MarcaB,False,4.938342985833716,HD,WiFi
8702,Monitor,Monitores,619.8723533729503,30,1,MarcaC,True,3.2445114575238407,4K,HDMI
8703,Teclado,Accesorios,508.4306727542784,44,2,MarcaA,True,3.577834826703908,N/A,USB
8704,Mouse,Accesorios,541.4236960758958,46,10,MarcaB,False,3.2835643041657896,N/A,USB
8705,Disco Duro,Almacenamiento,855.747351629777,39,6,MarcaC,False,1.8980641577281385,1TB,SATA
8706,Impresora,Impresoras,1167.264286597151,45,12,MarcaA,False,1.366761004128213,N/A,USB
8707,Router,Redes,854.1849693378507,45,1,MarcaB,False,2.3124341831609727,N/A,WiFi
8708,Cámara Web,Accesorios,288.13531457654636,25,6,MarcaC,True,3.5724057003572502,720p,USB
8709,Auriculares,Audio,1140.654910571975,42,1,MarcaA,False,0.7518980944058101,N/A,3.5mm
8710,Laptop,Computadoras,1247.76116727224,12,2,MarcaA,False,2.8143734306494745,Full HD,WiFi
8711,Tablet,Computadoras,576.3472246556355,47,8,MarcaB,False,2.337787973328754,HD,WiFi
8712,Monitor,Monitores,1063.3634610683555,36,14,MarcaC,True,2.873681785785284,4K,HDMI
8713,Teclado,Accesorios,754.5694713707114,12,6,MarcaA,True,4.371019848911965,N/A,USB
8714,Mouse,Accesorios,1355.8551624456757,48,9,MarcaB,False,0.7142456190067621,N/A,USB
8715,Disco Duro,Almacenamiento,1298.7932256089618,14,1,MarcaC,True,3.936308222127658,1TB,SATA
8716,Impresora,Impresoras,883.061597802535,27,5,MarcaA,False,3.50109451370132,N/A,USB
8717,Router,Redes,1098.9572095576727,8,7,MarcaB,False,1.417315914379044,N/A,WiFi
8718,Cámara Web,Accesorios,1348.3546113287352,42,9,MarcaC,False,3.803826512876462,720p,USB
8719,Auriculares,Audio,844.4321131017582,34,14,MarcaA,True,2.73367376095531,N/A,3.5mm
8720,Laptop,Computadoras,607.2259626354685,45,11,MarcaA,False,2.664611580549852,Full HD,WiFi
8721,Tablet,Computadoras,1179.7659792824556,27,9,MarcaB,False,2.6738173172601134,HD,WiFi
8722,Monitor,Monitores,486.08613122009933,9,4,MarcaC,True,4.7715532801307425,4K,HDMI
8723,Teclado,Accesorios,705.0904924078546,25,13,MarcaA,True,4.749640278515567,N/A,USB
8724,Mouse,Accesorios,1325.4454082388318,10,4,MarcaB,False,4.611236210083701,N/A,USB
8725,Disco Duro,Almacenamiento,1141.7490423501094,21,4,MarcaC,False,4.4903393309529225,1TB,SATA
8726,Impresora,Impresoras,724.954306821749,29,3,MarcaA,True,0.6691464120698071,N/A,USB
8727,Router,Redes,479.1678531308646,28,8,MarcaB,True,2.302677172004642,N/A,WiFi
8728,Cámara Web,Accesorios,662.7589080819075,26,5,MarcaC,True,4.526946785865444,720p,USB
8729,Auriculares,Audio,569.3353939956629,17,7,MarcaA,False,3.898069500474163,N/A,3.5mm
8730,Laptop,Computadoras,428.9160743270101,21,10,MarcaA,False,2.5549691104778174,Full HD,WiFi
8731,Tablet,Computadoras,1166.3327876353537,18,6,MarcaB,True,3.9796386674772473,HD,WiFi
8732,Monitor,Monitores,527.690852905223,38,14,MarcaC,True,1.4368362161612935,4K,HDMI
8733,Teclado,Accesorios,790.417711218093,30,9,MarcaA,False,3.1990966044925715,N/A,USB
8734,Mouse,Accesorios,701.6172808869418,23,14,MarcaB,True,2.898492268512472,N/A,USB
8735,Disco Duro,Almacenamiento,1476.7005922263202,30,3,MarcaC,False,3.080961599048342,1TB,SATA
8736,Impresora,Impresoras,708.4199173926867,7,6,MarcaA,False,3.7480793897590448,N/A,USB
8737,Router,Redes,303.9772276357812,6,3,MarcaB,False,4.774109410616347,N/A,WiFi
8738,Cámara Web,Accesorios,316.77347834370926,32,2,MarcaC,True,1.6880529557613975,720p,USB
8739,Auriculares,Audio,967.9798377589842,6,3,MarcaA,False,3.9112284891498335,N/A,3.5mm
8740,Laptop,Computadoras,979.1726172597453,26,2,MarcaA,True,3.4031343596474546,Full HD,WiFi
8741,Tablet,Computadoras,744.3866876274515,11,2,MarcaB,True,3.6281528034184833,HD,WiFi
8742,Monitor,Monitores,761.3968000056386,8,10,MarcaC,True,2.43013849254518,4K,HDMI
8743,Teclado,Accesorios,270.1123576931326,42,11,MarcaA,True,4.750603683185269,N/A,USB
